comment_id,article_id,user_id,content,created_at,is_flagged
27,747,12,Comment 27 on article 747. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-07-03 00:00:00,False
28,27570,20,Comment 28 on article 27570. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-05-15 00:00:00,False
29,27180,48,Comment 29 on article 27180. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-10-07 00:00:00,False
30,6552,45,Comment 30 on article 6552. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-03-21 00:00:00,False
31,26629,2,Comment 31 on article 26629. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-05-06 00:00:00,False
32,13032,32,Comment 32 on article 13032. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-07-02 00:00:00,False
33,38022,45,Comment 33 on article 38022. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-04-03 00:00:00,False
34,16637,10,Comment 34 on article 16637. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-07-06 00:00:00,False
35,47663,26,Comment 35 on article 47663. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-03-06 00:00:00,False
36,3493,54,Comment 36 on article 3493. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-07-01 00:00:00,False
37,35912,13,Comment 37 on article 35912. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-07-05 00:00:00,False
38,26961,59,Comment 38 on article 26961. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-07-05 00:00:00,False
39,6460,40,Comment 39 on article 6460. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-04-14 00:00:00,False
40,2302,59,Comment 40 on article 2302. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-03-23 00:00:00,False
41,41097,56,Comment 41 on article 41097. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-03-05 00:00:00,False
42,43069,43,Comment 42 on article 43069. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-02-18 00:00:00,False
43,2065,45,Comment 43 on article 2065. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-04-08 00:00:00,False
44,10383,33,Comment 44 on article 10383. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-05-03 00:00:00,False
45,43606,50,Comment 45 on article 43606. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-01-17 00:00:00,False
46,35068,52,Comment 46 on article 35068. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-10-03 00:00:00,False
47,20309,13,Comment 47 on article 20309. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-09-27 00:00:00,False
48,8186,36,Comment 48 on article 8186. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-08-26 00:00:00,False
49,20841,29,Comment 49 on article 20841. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-02-23 00:00:00,False
50,2256,58,Comment 50 on article 2256. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-06-20 00:00:00,False
51,45475,28,Comment 51 on article 45475. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-10-29 00:00:00,False
52,40516,14,Comment 52 on article 40516. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-01-27 00:00:00,False
53,31959,52,Comment 53 on article 31959. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-06-17 00:00:00,False
54,17271,30,Comment 54 on article 17271. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2026-02-27 00:00:00,False
55,12268,1,Comment 55 on article 12268. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-12-09 00:00:00,False
56,46154,5,Comment 56 on article 46154. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-03-20 00:00:00,False
57,49725,57,Comment 57 on article 49725. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-11-10 00:00:00,False
58,4438,54,Comment 58 on article 4438. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-04-25 00:00:00,False
59,45398,8,Comment 59 on article 45398. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-09-10 00:00:00,False
60,4842,32,Comment 60 on article 4842. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-07-11 00:00:00,False
61,46721,44,Comment 61 on article 46721. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-05-10 00:00:00,False
62,21301,10,Comment 62 on article 21301. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-04-27 00:00:00,False
63,41940,55,Comment 63 on article 41940. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-05-04 00:00:00,False
64,2658,49,Comment 64 on article 2658. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-05-19 00:00:00,False
65,16457,8,Comment 65 on article 16457. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-03-03 00:00:00,False
66,30394,22,Comment 66 on article 30394. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-06-27 00:00:00,True
67,45198,30,Comment 67 on article 45198. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-04-02 00:00:00,False
68,27711,11,Comment 68 on article 27711. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-12-24 00:00:00,False
69,29974,12,Comment 69 on article 29974. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-07-31 00:00:00,False
70,39146,59,Comment 70 on article 39146. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-01-16 00:00:00,False
71,38065,22,Comment 71 on article 38065. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-07-04 00:00:00,False
72,14484,11,Comment 72 on article 14484. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-05-14 00:00:00,False
73,41576,60,Comment 73 on article 41576. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-10-30 00:00:00,False
74,10798,2,Comment 74 on article 10798. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-12-29 00:00:00,False
75,5802,48,Comment 75 on article 5802. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-02-12 00:00:00,False
76,11608,11,Comment 76 on article 11608. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-08-02 00:00:00,False
77,31039,21,Comment 77 on article 31039. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-11-12 00:00:00,False
78,29583,51,Comment 78 on article 29583. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-06-04 00:00:00,False
79,6733,40,Comment 79 on article 6733. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-03-13 00:00:00,False
80,23612,26,Comment 80 on article 23612. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-10-19 00:00:00,False
81,19203,23,Comment 81 on article 19203. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-03-23 00:00:00,False
82,11375,52,Comment 82 on article 11375. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-10-15 00:00:00,False
83,1899,56,Comment 83 on article 1899. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-10-30 00:00:00,False
84,3004,44,Comment 84 on article 3004. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-01-22 00:00:00,False
85,41784,42,Comment 85 on article 41784. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-08-25 00:00:00,False
86,37578,47,Comment 86 on article 37578. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-09-06 00:00:00,False
87,13632,18,Comment 87 on article 13632. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-01-13 00:00:00,False
88,10521,54,Comment 88 on article 10521. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-05-11 00:00:00,False
89,23758,28,Comment 89 on article 23758. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-03-18 00:00:00,False
90,47094,44,Comment 90 on article 47094. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-01-10 00:00:00,False
91,45926,29,Comment 91 on article 45926. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-06-11 00:00:00,False
92,9537,24,Comment 92 on article 9537. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-06-06 00:00:00,False
93,14107,46,Comment 93 on article 14107. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-12-28 00:00:00,False
94,38322,11,Comment 94 on article 38322. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-07-17 00:00:00,False
95,30999,49,Comment 95 on article 30999. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-11-14 00:00:00,False
96,2645,41,Comment 96 on article 2645. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-08-09 00:00:00,False
97,30301,45,Comment 97 on article 30301. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-10-29 00:00:00,False
98,45591,30,Comment 98 on article 45591. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-05-25 00:00:00,False
99,39725,36,Comment 99 on article 39725. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-04-09 00:00:00,False
100,41188,18,Comment 100 on article 41188. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-05-10 00:00:00,False
101,21981,52,Comment 101 on article 21981. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2026-01-30 00:00:00,False
102,9417,17,Comment 102 on article 9417. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-09-04 00:00:00,False
103,45174,11,Comment 103 on article 45174. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2026-01-24 00:00:00,False
104,47455,21,Comment 104 on article 47455. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-11-01 00:00:00,False
105,19753,53,Comment 105 on article 19753. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-09-30 00:00:00,False
106,13302,56,Comment 106 on article 13302. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-11-29 00:00:00,False
107,45681,46,Comment 107 on article 45681. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-11-21 00:00:00,False
108,6098,27,Comment 108 on article 6098. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-01-29 00:00:00,False
109,20447,6,Comment 109 on article 20447. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-05-30 00:00:00,False
110,13278,59,Comment 110 on article 13278. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-09-03 00:00:00,False
111,1827,4,Comment 111 on article 1827. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-06-20 00:00:00,False
112,17666,5,Comment 112 on article 17666. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-04-08 00:00:00,False
113,38663,22,Comment 113 on article 38663. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-01-16 00:00:00,False
114,37555,33,Comment 114 on article 37555. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-03-23 00:00:00,False
115,22764,31,Comment 115 on article 22764. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-05-31 00:00:00,False
116,3645,12,Comment 116 on article 3645. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-10-01 00:00:00,False
117,13821,52,Comment 117 on article 13821. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2026-01-25 00:00:00,False
118,43675,21,Comment 118 on article 43675. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-12-29 00:00:00,False
119,39036,39,Comment 119 on article 39036. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-04-27 00:00:00,False
120,35451,51,Comment 120 on article 35451. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-10-15 00:00:00,False
121,4297,12,Comment 121 on article 4297. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-11-05 00:00:00,False
122,4077,49,Comment 122 on article 4077. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-12-17 00:00:00,False
123,33419,25,Comment 123 on article 33419. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-01-12 00:00:00,False
124,3997,47,Comment 124 on article 3997. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-05-12 00:00:00,False
125,48962,59,Comment 125 on article 48962. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-08-26 00:00:00,False
126,49437,22,Comment 126 on article 49437. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-02-23 00:00:00,False
127,35889,13,Comment 127 on article 35889. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-04-22 00:00:00,False
128,24913,56,Comment 128 on article 24913. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-02-27 00:00:00,True
129,12278,39,Comment 129 on article 12278. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-01-26 00:00:00,False
130,45342,9,Comment 130 on article 45342. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-02-05 00:00:00,False
131,10455,44,Comment 131 on article 10455. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-03-12 00:00:00,False
132,49232,51,Comment 132 on article 49232. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-03-02 00:00:00,False
133,42973,44,Comment 133 on article 42973. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-06-07 00:00:00,False
134,38998,2,Comment 134 on article 38998. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-07-16 00:00:00,False
135,39560,17,Comment 135 on article 39560. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-06-23 00:00:00,False
136,24659,2,Comment 136 on article 24659. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-05-24 00:00:00,False
137,43487,43,Comment 137 on article 43487. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-03-15 00:00:00,False
138,42472,25,Comment 138 on article 42472. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-01-20 00:00:00,False
139,10791,27,Comment 139 on article 10791. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-07-04 00:00:00,False
140,43046,36,Comment 140 on article 43046. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-08-31 00:00:00,False
141,24925,46,Comment 141 on article 24925. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-01-04 00:00:00,False
142,35688,45,Comment 142 on article 35688. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-04-30 00:00:00,True
143,47825,11,Comment 143 on article 47825. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-08-13 00:00:00,False
144,16555,41,Comment 144 on article 16555. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-01-23 00:00:00,False
145,36528,1,Comment 145 on article 36528. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-03-14 00:00:00,False
146,38494,27,Comment 146 on article 38494. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-04-11 00:00:00,False
147,26858,52,Comment 147 on article 26858. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-12-12 00:00:00,False
148,5205,29,Comment 148 on article 5205. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-05-25 00:00:00,False
149,24505,12,Comment 149 on article 24505. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-05-09 00:00:00,False
150,27037,16,Comment 150 on article 27037. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-03-07 00:00:00,False
151,7982,32,Comment 151 on article 7982. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-05-28 00:00:00,False
152,22939,17,Comment 152 on article 22939. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-09-29 00:00:00,False
153,7177,25,Comment 153 on article 7177. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-08-15 00:00:00,False
154,49041,54,Comment 154 on article 49041. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-05-20 00:00:00,False
155,38823,9,Comment 155 on article 38823. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-11-11 00:00:00,False
156,39624,19,Comment 156 on article 39624. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-05-09 00:00:00,False
157,27600,41,Comment 157 on article 27600. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-06-24 00:00:00,False
158,23719,27,Comment 158 on article 23719. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-03-14 00:00:00,False
159,28895,17,Comment 159 on article 28895. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-06-16 00:00:00,False
160,27836,1,Comment 160 on article 27836. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-03-06 00:00:00,False
161,9651,41,Comment 161 on article 9651. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-12-02 00:00:00,False
162,16793,39,Comment 162 on article 16793. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-12-19 00:00:00,False
163,10570,51,Comment 163 on article 10570. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-11-19 00:00:00,False
164,29386,58,Comment 164 on article 29386. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-04-19 00:00:00,False
165,21522,34,Comment 165 on article 21522. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-06-04 00:00:00,False
166,4332,10,Comment 166 on article 4332. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-06-09 00:00:00,False
167,45469,24,Comment 167 on article 45469. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-12-14 00:00:00,False
168,49386,48,Comment 168 on article 49386. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-12-08 00:00:00,False
169,21064,7,Comment 169 on article 21064. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-05-26 00:00:00,False
170,1635,10,Comment 170 on article 1635. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-06-05 00:00:00,False
171,25531,17,Comment 171 on article 25531. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-06-17 00:00:00,False
172,606,47,Comment 172 on article 606. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2026-02-01 00:00:00,False
173,2095,23,Comment 173 on article 2095. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-11-24 00:00:00,False
174,41636,33,Comment 174 on article 41636. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-09-16 00:00:00,True
175,40539,31,Comment 175 on article 40539. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-08-01 00:00:00,False
176,41066,2,Comment 176 on article 41066. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-04-06 00:00:00,False
177,35171,22,Comment 177 on article 35171. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-04-17 00:00:00,False
178,36792,40,Comment 178 on article 36792. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-11-08 00:00:00,False
179,209,29,Comment 179 on article 209. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-05-11 00:00:00,False
180,23765,35,Comment 180 on article 23765. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-05-20 00:00:00,False
181,22003,45,Comment 181 on article 22003. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-10-13 00:00:00,False
182,11767,39,Comment 182 on article 11767. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-04-05 00:00:00,False
183,13953,33,Comment 183 on article 13953. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-01-21 00:00:00,False
184,5102,52,Comment 184 on article 5102. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-12-24 00:00:00,False
185,38499,26,Comment 185 on article 38499. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-11-26 00:00:00,False
186,7684,49,Comment 186 on article 7684. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-03-07 00:00:00,False
